team_name,dist_bin,half,vol,goal_c,reb_c,recov_c,exit_c,freeze_c,xG_sum,goal_rate,reb_rate,recov_rate,exit_rate,freeze_rate,xG_rate,is_imputed,Entry_Value_Constant,FO_Equity_Constant,Exit_Penalty_Constant,reb_yield_constant
Arizona Coyotes,48-54 ft,Whole,156,3,5,37,36,61,2.25205233,0.0192307692307692,0.032051282051282,0.2371794871794871,0.2307692307692307,0.391025641025641,0.0144362328846153,0,0.052072,0.02307,0.026036,0.09
Arizona Coyotes,54-60 ft,1st,73,2,6,24,20,18,0.97828382,0.0273972602739726,0.0821917808219178,0.3287671232876712,0.273972602739726,0.2465753424657534,0.013401148219178,0,0.052072,0.02307,0.026036,0.09
Arizona Coyotes,54-60 ft,2nd,90,1,6,19,26,20,1.2516261,0.0111111111111111,0.0666666666666666,0.2111111111111111,0.2888888888888888,0.2222222222222222,0.0139069566666666,0,0.052072,0.02307,0.026036,0.09
Arizona Coyotes,54-60 ft,Whole,163,3,12,43,46,38,2.22990992,0.0184049079754601,0.0736196319018405,0.263803680981595,0.2822085889570552,0.2331288343558282,0.0136804289570552,0,0.052072,0.02307,0.026036,0.09
Arizona Coyotes,6-12 ft,1st,98,17,6,13,35,18,11.53604605,0.173469387755102,0.0612244897959183,0.1326530612244898,0.3571428571428571,0.1836734693877551,0.1177147556122449,0,0.052072,0.02307,0.026036,0.09
Arizona Coyotes,6-12 ft,2nd,132,15,14,35,34,22,15.6561248,0.1136363636363636,0.106060606060606,0.2651515151515151,0.2575757575757575,0.1666666666666666,0.118607006060606,0,0.052072,0.02307,0.026036,0.09
Arizona Coyotes,6-12 ft,Whole,230,32,20,48,69,40,27.19217085,0.1391304347826087,0.0869565217391304,0.208695652173913,0.3,0.1739130434782608,0.1182268297826086,0,0.052072,0.02307,0.026036,0.09
Arizona Coyotes,60-66 ft,1st,37,0,2,3,13,15,0.54155604,0.0,0.054054054054054,0.081081081081081,0.3513513513513513,0.4054054054054054,0.0146366497297297,0,0.052072,0.02307,0.026036,0.09
Arizona Coyotes,60-66 ft,2nd,57,0,5,8,20,19,0.70585131,0.0,0.087719298245614,0.1403508771929824,0.3508771929824561,0.3333333333333333,0.0123833563157894,0,0.052072,0.02307,0.026036,0.09
Arizona Coyotes,60-66 ft,Whole,94,0,7,11,33,34,1.24740735,0.0,0.0744680851063829,0.1170212765957446,0.351063829787234,0.3617021276595745,0.0132702909574468,0,0.052072,0.02307,0.026036,0.09
Arizona Coyotes,66-72 ft,1st,13,0,0,2,5,3,0.11916291,0.0184166666666666,0.0269166666666666,0.18,0.32675,0.2884166666666666,0.0138888237475,1,0.052072,0.02307,0.026036,0.09
Arizona Coyotes,66-72 ft,2nd,19,0,0,5,7,5,0.18805013,0.0037878787878787,0.0212121212121212,0.2439393939393939,0.3484848484848484,0.2704545454545454,0.012618133810606,0,0.052072,0.02307,0.026036,0.09
Arizona Coyotes,66-72 ft,Whole,32,0,0,7,12,8,0.30721304,0.0,0.0,0.21875,0.375,0.25,0.0096004075,0,0.052072,0.02307,0.026036,0.09
Arizona Coyotes,72-99 ft,1st,33,1,0,1,16,8,0.40217905,0.0303030303030303,0.0,0.0303030303030303,0.4848484848484848,0.2424242424242424,0.0121872439393939,0,0.052072,0.02307,0.026036,0.09
Arizona Coyotes,72-99 ft,2nd,44,0,2,4,25,7,0.78822573,0.0,0.0454545454545454,0.0909090909090909,0.5681818181818182,0.1590909090909091,0.0179142211363636,0,0.052072,0.02307,0.026036,0.09
Arizona Coyotes,72-99 ft,Whole,77,1,2,5,41,15,1.19040478,0.0129870129870129,0.0259740259740259,0.0649350649350649,0.5324675324675324,0.1948051948051948,0.0154598023376623,0,0.052072,0.02307,0.026036,0.09
Boston Bruins,0-6 ft,1st,9,1,1,3,1,2,1.5082545,0.0978723404255319,0.1028368794326241,0.2414893617021276,0.226950354609929,0.2354609929078014,0.1296480672907801,1,0.052072,0.02307,0.026036,0.09
Boston Bruins,0-6 ft,2nd,9,1,3,0,3,1,1.394035,0.1156862745098039,0.1663398692810457,0.1395424836601307,0.30359477124183,0.1751633986928104,0.1210194088594771,1,0.052072,0.02307,0.026036,0.09
Boston Bruins,0-6 ft,Whole,18,2,4,3,4,3,2.9022895,0.108843537414966,0.1721088435374149,0.1802721088435374,0.246938775510204,0.1884353741496598,0.140665184292517,0,0.052072,0.02307,0.026036,0.09
Boston Bruins,12-18 ft,1st,127,13,7,25,40,27,12.98100117,0.1023622047244094,0.0551181102362204,0.1968503937007874,0.3149606299212598,0.2125984251968504,0.1022126076377952,0,0.052072,0.02307,0.026036,0.09
Boston Bruins,12-18 ft,2nd,135,15,13,28,40,26,13.14104913,0.1111111111111111,0.0962962962962963,0.2074074074074074,0.2962962962962963,0.1925925925925926,0.0973411046666666,0,0.052072,0.02307,0.026036,0.09
Boston Bruins,12-18 ft,Whole,262,28,20,53,80,53,26.1220503,0.1068702290076335,0.0763358778625954,0.2022900763358778,0.3053435114503817,0.2022900763358778,0.0997024820610687,0,0.052072,0.02307,0.026036,0.09
Boston Bruins,18-24 ft,1st,107,12,9,19,17,37,8.32103046,0.1121495327102803,0.0841121495327102,0.1775700934579439,0.1588785046728972,0.3457943925233644,0.0777666398130841,0,0.052072,0.02307,0.026036,0.09
Boston Bruins,18-24 ft,2nd,124,9,10,23,40,33,8.5292488,0.0725806451612903,0.0806451612903225,0.1854838709677419,0.3225806451612903,0.2661290322580645,0.068784264516129,0,0.052072,0.02307,0.026036,0.09
Boston Bruins,18-24 ft,Whole,231,21,19,42,57,70,16.85027926,0.0909090909090909,0.0822510822510822,0.1818181818181818,0.2467532467532467,0.303030303030303,0.0729449318614718,0,0.052072,0.02307,0.026036,0.09
Boston Bruins,24-30 ft,1st,132,15,6,30,34,40,7.45542301,0.1136363636363636,0.0454545454545454,0.2272727272727272,0.2575757575757575,0.303030303030303,0.0564804773484848,0,0.052072,0.02307,0.026036,0.09
Boston Bruins,24-30 ft,2nd,131,11,9,27,34,33,8.6394809,0.0839694656488549,0.0687022900763358,0.2061068702290076,0.2595419847328244,0.2519083969465648,0.0659502358778626,0,0.052072,0.02307,0.026036,0.09
Boston Bruins,24-30 ft,Whole,263,26,15,57,68,73,16.09490391,0.0988593155893536,0.0570342205323193,0.2167300380228136,0.2585551330798479,0.2775665399239543,0.0611973532699619,0,0.052072,0.02307,0.026036,0.09
Boston Bruins,30-36 ft,1st,112,6,10,27,28,34,4.43044179,0.0535714285714285,0.0892857142857142,0.2410714285714285,0.25,0.3035714285714285,0.0395575159821428,0,0.052072,0.02307,0.026036,0.09
Boston Bruins,30-36 ft,2nd,141,19,9,31,35,34,6.20365601,0.1347517730496454,0.0638297872340425,0.2198581560283688,0.2482269503546099,0.2411347517730496,0.0439975603546099,0,0.052072,0.02307,0.026036,0.09
Boston Bruins,30-36 ft,Whole,253,25,19,58,63,68,10.6340978,0.0988142292490118,0.075098814229249,0.2292490118577075,0.2490118577075099,0.2687747035573122,0.0420320071146245,0,0.052072,0.02307,0.026036,0.09
Boston Bruins,36-42 ft,1st,131,11,3,22,30,46,3.60203346,0.0839694656488549,0.0229007633587786,0.1679389312977099,0.2290076335877862,0.3511450381679389,0.0274964386259541,0,0.052072,0.02307,0.026036,0.09
Boston Bruins,36-42 ft,2nd,129,9,9,19,41,43,3.87993663,0.0697674418604651,0.0697674418604651,0.1472868217054263,0.3178294573643411,0.3333333333333333,0.0300770281395348,0,0.052072,0.02307,0.026036,0.09
Boston Bruins,36-42 ft,Whole,260,20,12,41,71,89,7.48197009,0.0769230769230769,0.0461538461538461,0.1576923076923077,0.273076923076923,0.3423076923076923,0.0287768080384615,0,0.052072,0.02307,0.026036,0.09
Boston Bruins,42-48 ft,1st,99,5,1,22,28,30,2.06732865,0.0505050505050505,0.0101010101010101,0.2222222222222222,0.2828282828282828,0.303030303030303,0.0208821075757575,0,0.052072,0.02307,0.026036,0.09
Boston Bruins,42-48 ft,2nd,110,4,4,29,21,43,2.18458427,0.0363636363636363,0.0363636363636363,0.2636363636363636,0.1909090909090909,0.3909090909090909,0.019859857,0,0.052072,0.02307,0.026036,0.09
Boston Bruins,42-48 ft,Whole,209,9,5,51,49,73,4.25191292,0.0430622009569378,0.0239234449760765,0.2440191387559808,0.2344497607655502,0.3492822966507177,0.0203440809569377,0,0.052072,0.02307,0.026036,0.09
Boston Bruins,48-54 ft,1st,98,2,8,20,27,27,1.47270214,0.0204081632653061,0.0816326530612244,0.2040816326530612,0.2755102040816326,0.2755102040816326,0.0150275728571428,0,0.052072,0.02307,0.026036,0.09
Boston Bruins,48-54 ft,2nd,98,2,3,25,21,32,1.2927345,0.0204081632653061,0.0306122448979591,0.2551020408163265,0.2142857142857142,0.3265306122448979,0.0131911683673469,0,0.052072,0.02307,0.026036,0.09
Boston Bruins,48-54 ft,Whole,196,4,11,45,48,59,2.76543664,0.0204081632653061,0.0561224489795918,0.2295918367346938,0.2448979591836734,0.3010204081632653,0.0141093706122448,0,0.052072,0.02307,0.026036,0.09
Boston Bruins,54-60 ft,1st,95,2,3,19,30,32,1.13265327,0.0210526315789473,0.031578947368421,0.2,0.3157894736842105,0.3368421052631579,0.011922666,0,0.052072,0.02307,0.026036,0.09
Boston Bruins,54-60 ft,2nd,94,3,3,15,26,36,1.12193331,0.0319148936170212,0.0319148936170212,0.1595744680851064,0.2765957446808511,0.3829787234042553,0.0119354607446808,0,0.052072,0.02307,0.026036,0.09
Boston Bruins,54-60 ft,Whole,189,5,6,34,56,68,2.25458658,0.0264550264550264,0.0317460317460317,0.1798941798941798,0.2962962962962963,0.3597883597883597,0.0119290295238095,0,0.052072,0.02307,0.026036,0.09
Boston Bruins,6-12 ft,1st,146,12,20,29,37,39,17.48669101,0.0821917808219178,0.136986301369863,0.1986301369863013,0.2534246575342466,0.2671232876712329,0.1197718562328767,0,0.052072,0.02307,0.026036,0.09
Boston Bruins,6-12 ft,2nd,162,20,13,33,46,35,18.0546046,0.1234567901234567,0.0802469135802469,0.2037037037037037,0.2839506172839506,0.2160493827160493,0.1114481765432098,0,0.052072,0.02307,0.026036,0.09
Boston Bruins,6-12 ft,Whole,308,32,33,62,83,74,35.54129561,0.1038961038961039,0.1071428571428571,0.2012987012987013,0.2694805194805195,0.2402597402597402,0.1153938169155844,0,0.052072,0.02307,0.026036,0.09
Boston Bruins,60-66 ft,1st,42,0,2,9,10,18,0.55167847,0.0,0.0476190476190476,0.2142857142857142,0.238095238095238,0.4285714285714285,0.0131352016666666,0,0.052072,0.02307,0.026036,0.09
Boston Bruins,60-66 ft,2nd,36,1,3,8,9,11,0.41211736,0.0277777777777777,0.0833333333333333,0.2222222222222222,0.25,0.3055555555555556,0.0114477044444444,0,0.052072,0.02307,0.026036,0.09
Boston Bruins,60-66 ft,Whole,78,1,5,17,19,29,0.96379583,0.0128205128205128,0.0641025641025641,0.2179487179487179,0.2435897435897435,0.3717948717948718,0.0123563567948717,0,0.052072,0.02307,0.026036,0.09
Boston Bruins,66-72 ft,1st,16,0,1,4,6,3,0.10249943,0.0178117048346055,0.0493638676844783,0.2223918575063613,0.3291348600508906,0.2531806615776081,0.0120389060381679,0,0.052072,0.02307,0.026036,0.09
Boston Bruins,66-72 ft,2nd,16,0,0,4,5,4,0.20512933,0.0186311787072243,0.0195183776932826,0.2247148288973384,0.2953105196451204,0.2948035487959443,0.0151832104347275,0,0.052072,0.02307,0.026036,0.09
Boston Bruins,66-72 ft,Whole,32,0,1,8,11,7,0.30762876,0.0,0.03125,0.25,0.34375,0.21875,0.00961339875,0,0.052072,0.02307,0.026036,0.09
Boston Bruins,72-99 ft,1st,43,0,0,4,14,16,0.7526689799999999,0.0,0.0,0.0930232558139534,0.3255813953488372,0.3720930232558139,0.0175039297674418,0,0.052072,0.02307,0.026036,0.09
Boston Bruins,72-99 ft,2nd,43,2,0,3,22,13,0.31020982,0.0465116279069767,0.0,0.0697674418604651,0.5116279069767442,0.3023255813953488,0.0072141818604651,0,0.052072,0.02307,0.026036,0.09
Boston Bruins,72-99 ft,Whole,86,2,0,7,36,29,1.0628788,0.0232558139534883,0.0,0.0813953488372093,0.4186046511627907,0.3372093023255814,0.0123590558139534,0,0.052072,0.02307,0.026036,0.09
